BEGIN_YEARMONTH,BEGIN_DAY,STATE,MONTH_NAME,EVENT_TYPE,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,BEGIN_LAT,BEGIN_LON,DATA_SOURCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198905,21,KANSAS,May,Tornado,5/21/1989 19:45,CST,5/21/1989 19:45,F0,0.5,50,,37.57,-101.8,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198906,2,KANSAS,June,Tornado,6/2/1989 17:06,CST,6/2/1989 17:06,F0,0.1,30,,38.47,-95.68,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198906,2,KANSAS,June,Tornado,6/2/1989 17:14,CST,6/2/1989 17:14,F0,0.1,50,,38.52,-95.67,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198906,2,KANSAS,June,Tornado,6/2/1989 17:25,CST,6/2/1989 17:25,F0,0.1,30,,38.58,-95.68,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198906,2,KANSAS,June,Tornado,6/2/1989 17:30,CST,6/2/1989 17:30,F0,0.2,10,,38.88,-95.4,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198909,8,KANSAS,September,Tornado,9/8/1989 19:10,CST,9/8/1989 19:10,F0,1,350,,39.45,-95.77,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198910,27,KANSAS,October,Tornado,10/27/1989 18:28,CST,10/27/1989 18:28,F0,0.1,10,,38.03,-97.32,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198910,27,KANSAS,October,Tornado,10/27/1989 18:30,CST,10/27/1989 18:30,F0,0.1,10,,38.03,-97.33,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198910,27,KANSAS,October,Tornado,10/27/1989 18:40,CST,10/27/1989 18:40,F0,0.1,10,,38.07,-97.37,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198908,20,KANSAS,August,Tornado,8/20/1989 19:15,CST,8/20/1989 19:15,F0,0.1,50,,37.28,-96.8,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198908,21,KANSAS,August,Tornado,8/21/1989 17:25,CST,8/21/1989 17:25,F0,0.2,10,,39.18,-98.95,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198904,23,KANSAS,April,Tornado,4/23/1989 17:05,CST,4/23/1989 17:05,F0,0.1,23,,39.88,-99.7,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198904,23,KANSAS,April,Tornado,4/23/1989 17:12,CST,4/23/1989 17:12,F0,0.1,23,,39.98,-99.58,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198904,23,KANSAS,April,Tornado,4/23/1989 17:18,CST,4/23/1989 17:18,F0,0.1,23,,39.95,-99.55,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198904,23,KANSAS,April,Tornado,4/23/1989 17:35,CST,4/23/1989 17:35,F1,0.1,50,,39.75,-99.62,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198904,23,KANSAS,April,Tornado,4/23/1989 17:38,CST,4/23/1989 17:38,F0,0.1,23,,39.87,-99.57,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198904,23,KANSAS,April,Tornado,4/23/1989 17:40,CST,4/23/1989 17:40,F0,0.1,23,,40,-99.88,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198904,23,KANSAS,April,Tornado,4/23/1989 17:44,CST,4/23/1989 17:44,F0,0.1,23,,39.8,-99.48,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198907,14,KANSAS,July,Tornado,7/14/1989 18:44,CST,7/14/1989 18:44,F0,0.2,10,,40,-99.88,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198906,6,KANSAS,June,Tornado,6/6/1989 15:47,CST,6/6/1989 15:47,F1,1,100,,37.33,-101.3,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198906,6,KANSAS,June,Tornado,6/6/1989 15:58,CST,6/6/1989 15:58,F3,12,500,,37.18,-101.02,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198906,10,KANSAS,June,Tornado,6/10/1989 18:30,CST,6/10/1989 18:30,F0,0.2,10,,38.48,-101.03,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198906,10,KANSAS,June,Tornado,6/10/1989 19:15,CST,6/10/1989 19:15,F0,0.2,10,,38.48,-101.57,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198906,10,KANSAS,June,Tornado,6/10/1989 19:15,CST,6/10/1989 19:15,F0,0.2,10,,38.25,-101.35,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198905,18,KANSAS,May,Tornado,5/18/1989 13:30,CST,5/18/1989 13:30,F1,0.5,30,,38.27,-96.17,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198905,18,KANSAS,May,Tornado,5/18/1989 13:35,CST,5/18/1989 13:35,F0,0.2,10,,39.48,-97.17,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198904,23,KANSAS,April,Tornado,4/23/1989 17:50,CST,4/23/1989 17:50,F0,0.1,23,,39.85,-99.7,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198904,23,KANSAS,April,Tornado,4/23/1989 18:16,CST,4/23/1989 18:16,F1,0.1,50,,39.85,-99.32,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198904,23,KANSAS,April,Tornado,4/23/1989 18:26,CST,4/23/1989 18:26,F1,0.1,50,,39.9,-99.32,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198905,3,KANSAS,May,Tornado,5/3/1989 15:00,CST,5/3/1989 15:00,F0,0.2,10,,39.1,-101.72,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,14,KANSAS,May,Tornado,5/14/1990 21:15,CST,5/14/1990 21:15,F0,0.1,20,,37.03,-95.95,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,14,KANSAS,March,Tornado,3/14/1990 0:45,CST,3/14/1990 0:45,F1,2,50,,37.02,-95.1,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199004,9,KANSAS,April,Tornado,4/9/1990 18:12,CST,4/9/1990 18:12,F0,19,210,,37.98,-97.65,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199004,9,KANSAS,April,Tornado,4/9/1990 19:05,CST,4/9/1990 19:05,F0,1,210,,37.98,-97.17,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199004,9,KANSAS,April,Tornado,4/9/1990 19:18,CST,4/9/1990 19:18,F1,7,420,,37.4,-98.23,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199004,9,KANSAS,April,Tornado,4/9/1990 19:50,CST,4/9/1990 19:50,F0,1,210,,37.57,-98.12,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199006,8,KANSAS,June,Tornado,6/8/1990 18:26,CST,6/8/1990 18:26,F0,0.1,10,,38.35,-96.18,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199004,25,KANSAS,April,Tornado,4/25/1990 17:30,CST,4/25/1990 17:30,F1,15,100,,39.4,-99.03,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199004,25,KANSAS,April,Tornado,4/25/1990 17:35,CST,4/25/1990 17:35,F3,23,500,,38.78,-99.55,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199004,25,KANSAS,April,Tornado,4/25/1990 18:00,CST,4/25/1990 18:00,F1,22,100,,39.58,-98.93,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,5,KANSAS,May,Tornado,5/5/1990 13:30,CST,5/5/1990 13:30,F0,3,20,,38.83,-95.63,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,24,KANSAS,May,Tornado,5/24/1990 18:14,CST,5/24/1990 18:14,F3,18,400,,38.48,-97.37,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,25,KANSAS,May,Tornado,5/25/1990 18:20,CST,5/25/1990 18:20,F0,3,27,,37.82,-95.4,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199004,25,KANSAS,April,Tornado,4/25/1990 14:30,CST,4/25/1990 14:30,F1,25,50,,37.6,-100.52,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199004,25,KANSAS,April,Tornado,4/25/1990 16:07,CST,4/25/1990 16:07,F0,1,50,,38.4,-99.9,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199004,25,KANSAS,April,Tornado,4/25/1990 16:50,CST,4/25/1990 16:50,F0,2,23,,38.77,-100.48,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199004,25,KANSAS,April,Tornado,4/25/1990 17:00,CST,4/25/1990 17:00,F3,4,500,,38.62,-99.73,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199004,25,KANSAS,April,Tornado,4/25/1990 17:08,CST,4/25/1990 17:08,F1,15,100,,39.23,-99.22,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199004,25,KANSAS,April,Tornado,4/25/1990 17:14,CST,4/25/1990 17:14,F3,10,500,,38.68,-99.7,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199006,19,KANSAS,June,Tornado,6/19/1990 22:20,CST,6/19/1990 22:20,F2,20,300,,37.65,-101.45,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,24,KANSAS,May,Tornado,5/24/1990 17:14,CST,5/24/1990 17:14,F3,30,400,,38.52,-97.9,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199006,8,KANSAS,June,Tornado,6/8/1990 19:10,CST,6/8/1990 19:10,F0,0.1,10,,38.83,-94.88,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,24,KANSAS,May,Tornado,5/24/1990 16:50,CST,5/24/1990 16:50,F3,12,400,,38.5,-98.18,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,24,KANSAS,May,Tornado,5/24/1990 16:00,CST,5/24/1990 16:00,F0,18,10,,38.38,-99.18,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,24,KANSAS,May,Tornado,5/24/1990 16:03,CST,5/24/1990 16:03,F0,5,10,,38.45,-99,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,24,KANSAS,May,Tornado,5/24/1990 16:10,CST,5/24/1990 16:10,F3,4,1320,,38.45,-98.55,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,24,KANSAS,May,Tornado,5/24/1990 16:26,CST,5/24/1990 16:26,F3,6,1320,,38.48,-98.45,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,24,KANSAS,May,Tornado,5/24/1990 16:38,CST,5/24/1990 16:38,F3,16,1320,,38.53,-98.42,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199006,18,KANSAS,June,Tornado,6/18/1990 18:30,CST,6/18/1990 18:30,F1,0.1,10,,39.57,-97.57,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199006,16,KANSAS,June,Tornado,6/16/1990 17:38,CST,6/16/1990 17:38,F0,0.1,10,,39.77,-98.85,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199006,7,KANSAS,June,Tornado,6/7/1990 20:14,CST,6/7/1990 20:14,F0,1,50,,38.15,-97.08,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199006,7,KANSAS,June,Tornado,6/7/1990 21:50,CST,6/7/1990 21:50,F2,7,100,,37.78,-97.95,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199006,15,KANSAS,June,Tornado,6/15/1990 16:32,CST,6/15/1990 16:32,F0,1,100,,38.48,-100.62,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199006,15,KANSAS,June,Tornado,6/15/1990 19:05,CST,6/15/1990 19:05,F0,0.1,10,,39.3,-98.4,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199006,7,KANSAS,June,Tornado,6/7/1990 20:03,CST,6/7/1990 20:03,F0,1,50,,38.03,-96.63,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199006,7,KANSAS,June,Tornado,6/7/1990 20:10,CST,6/7/1990 20:10,F1,2,77,,38.08,-96.88,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199006,19,KANSAS,June,Tornado,6/19/1990 23:55,CST,6/19/1990 23:55,F0,0.5,100,,37.9,-97.37,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199006,19,KANSAS,June,Tornado,6/19/1990 23:55,CST,6/19/1990 23:55,F1,0.5,440,,37.9,-97.78,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199006,15,KANSAS,June,Tornado,6/15/1990 19:30,CST,6/15/1990 19:30,F0,0.1,10,,39.35,-98.18,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199006,7,KANSAS,June,Tornado,6/7/1990 17:10,CST,6/7/1990 17:10,F0,0.2,10,,38.87,-95.68,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199006,7,KANSAS,June,Tornado,6/7/1990 17:15,CST,6/7/1990 17:15,F0,1,10,,38.8,-95.57,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199006,7,KANSAS,June,Tornado,6/7/1990 17:48,CST,6/7/1990 17:48,F1,4,10,,38.75,-95.6,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199006,7,KANSAS,June,Tornado,6/7/1990 18:30,CST,6/7/1990 18:30,F2,10,100,,38.33,-96.27,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199006,7,KANSAS,June,Tornado,6/7/1990 18:40,CST,6/7/1990 18:40,F0,6,10,,38.8,-95.67,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,11,KANSAS,March,Tornado,3/11/1990 17:00,CST,3/11/1990 17:00,F0,0.1,50,,38.07,-98.33,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,11,KANSAS,March,Tornado,3/11/1990 17:15,CST,3/11/1990 17:15,F1,14,440,,38.23,-98.3,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,15,KANSAS,May,Tornado,5/15/1990 19:30,CST,5/15/1990 19:30,F0,1,10,,38.18,-96.72,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,15,KANSAS,May,Tornado,5/15/1990 19:30,CST,5/15/1990 19:30,F0,5,27,,38.48,-96.68,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,15,KANSAS,May,Tornado,5/15/1990 20:00,CST,5/15/1990 20:00,F0,2,27,,38.02,-97.67,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,15,KANSAS,May,Tornado,5/15/1990 20:35,CST,5/15/1990 20:35,F1,20,50,,38,-97.28,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 16:34,CST,3/13/1990 16:34,F5,21,1320,,37.77,-98.02,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 16:48,CST,3/13/1990 16:48,F1,13,220,,39.82,-98.78,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 17:00,CST,3/13/1990 17:00,F1,1.5,100,,39.83,-98.42,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 17:00,CST,3/13/1990 17:00,F5,26,1320,,37.93,-97.72,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 17:30,CST,3/13/1990 17:30,F5,2,1320,,38.15,-97.43,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 17:33,CST,3/13/1990 17:33,F5,1,1320,,38.17,-97.38,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 17:35,CST,3/13/1990 17:35,F5,4,1320,,38.18,-97.42,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 17:46,CST,3/13/1990 17:46,F5,16,1320,,38.22,-97.33,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 18:04,CST,3/13/1990 18:04,F0,0.1,50,,37.05,-97.33,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 18:05,CST,3/13/1990 18:05,F3,18,200,,37,-97.72,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 18:12,CST,3/13/1990 18:12,F0,0.1,50,,37.4,-97.65,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,12,KANSAS,March,Tornado,3/12/1990 23:58,CST,3/12/1990 23:58,F1,1,100,,39.02,-95.5,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 0:10,CST,3/13/1990 0:10,F1,3,100,,39.18,-95.25,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 8:36,CST,3/13/1990 8:36,F1,1,23,,38.2,-100.05,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 18:15,CST,3/13/1990 18:15,F2,10,220,,38.47,-97.08,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 18:20,CST,3/13/1990 18:20,F1,5,440,,39.87,-98.13,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 18:35,CST,3/13/1990 18:35,F1,12,50,,37.28,-97.92,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 18:35,CST,3/13/1990 18:35,F2,30,220,,38.6,-96.97,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 18:45,CST,3/13/1990 18:45,F1,6,550,,39.6,-98.03,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 18:55,CST,3/13/1990 18:55,F3,5,200,,38.15,-97.73,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 18:57,CST,3/13/1990 18:57,F1,1,550,,39.63,-97.92,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 18:59,CST,3/13/1990 18:59,F1,6,550,,39.65,-97.9,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 19:00,CST,3/13/1990 19:00,F2,15,440,,39.72,-97.85,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 19:10,CST,3/13/1990 19:10,F3,3,17,,38.13,-97.7,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 19:16,CST,3/13/1990 19:16,F0,0.5,10,,39.78,-97.63,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 19:16,CST,3/13/1990 19:16,F3,10,400,,38.17,-97.67,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 19:35,CST,3/13/1990 19:35,F2,10,220,,38.93,-96.48,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 19:50,CST,3/13/1990 19:50,F0,0.2,10,,38.8,-97.63,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 20:03,CST,3/13/1990 20:03,F1,2,50,,39.2,-96.23,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,13,KANSAS,March,Tornado,3/13/1990 20:40,CST,3/13/1990 20:40,F0,0.2,10,,39.53,-97.67,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199003,12,KANSAS,March,Tornado,3/12/1990 23:49,CST,3/12/1990 23:49,F1,4,100,,39,-95.62,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,14,KANSAS,May,Tornado,5/14/1990 20:20,CST,5/14/1990 20:20,F0,1,27,,37.28,-97.27,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,14,KANSAS,May,Tornado,5/14/1990 20:21,CST,5/14/1990 20:21,F0,1,27,,37.25,-97.17,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,14,KANSAS,May,Tornado,5/14/1990 20:33,CST,5/14/1990 20:33,F0,0.5,27,,37.27,-97.2,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,14,KANSAS,May,Tornado,5/14/1990 20:48,CST,5/14/1990 20:48,F0,0.5,27,,37,-96.18,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,14,KANSAS,May,Tornado,5/14/1990 21:10,CST,5/14/1990 21:10,F0,1,27,,37,-96.02,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,14,KANSAS,May,Tornado,5/14/1990 21:30,CST,5/14/1990 21:30,F0,5,27,,37.08,-96.02,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,14,KANSAS,May,Tornado,5/14/1990 21:45,CST,5/14/1990 21:45,F1,7,50,,37.03,-95.73,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,25,KANSAS,May,Tornado,5/25/1990 21:45,CST,5/25/1990 21:45,F1,10,50,,37.3,-98.3,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,25,KANSAS,May,Tornado,5/25/1990 23:00,CST,5/25/1990 23:00,F0,4,27,,37.82,-95.45,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199006,13,KANSAS,June,Tornado,6/13/1990 23:04,CST,6/13/1990 23:04,F0,1,50,,39.73,-96.65,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199006,19,KANSAS,June,Tornado,6/19/1990 22:00,CST,6/19/1990 22:00,F2,1.5,150,,37.77,-101.63,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199006,19,KANSAS,June,Tornado,6/19/1990 22:05,CST,6/19/1990 22:05,F2,1.5,150,,37.7,-101.57,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199006,13,KANSAS,June,Tornado,6/13/1990 23:35,CST,6/13/1990 23:35,F0,2,50,,39.72,-96.45,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199006,14,KANSAS,June,Tornado,6/14/1990 17:20,CST,6/14/1990 17:20,F0,1,10,,39.32,-99.02,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199006,8,KANSAS,June,Tornado,6/8/1990 19:15,CST,6/8/1990 19:15,F0,0.5,50,,37.98,-96.17,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,20,KANSAS,May,Tornado,5/20/1990 20:00,CST,5/20/1990 20:00,F0,0.3,27,,37.07,-95.3,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,18,KANSAS,May,Tornado,5/18/1990 17:30,CST,5/18/1990 17:30,F0,3,10,,39.83,-100.78,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,18,KANSAS,May,Tornado,5/18/1990 17:50,CST,5/18/1990 17:50,F1,3,50,,39.97,-100.7,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199005,13,KANSAS,May,Tornado,5/13/1990 18:27,CST,5/13/1990 18:27,F0,13,10,,39.9,-101.72,PUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
